OBJECTNUMMER;Buurtcode;Buurtnaam;Wijkcode;Stadsdeelcode;Oppervlakte_m2;BuurtID;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
469;"K49c";"Hiltonbuurt";"K49";"K";112952;"03630000000824";"POLYGON((4.865303 52.350694,4.866079 52.350898,4.870389 52.352044,4.870566 52.352072,4.87086 52.352119,4.871924 52.352218,4.873 52.352214,4.873547 52.352175,4.877493 52.351472,4.879052 52.351194,4.878733 52.350532,4.877364 52.350776,4.877178 52.350788,4.866777 52.350394,4.866724 52.350539,4.866563 52.350533,4.865739 52.350469,4.865614 52.350451,4.865494 52.350424,4.865303 52.350694))";"POLYGON((52.350694 4.865303,52.350898 4.866079,52.352044 4.870389,52.352072 4.870566,52.352119 4.87086,52.352218 4.871924,52.352214 4.873,52.352175 4.873547,52.351472 4.877493,52.351194 4.879052,52.350532 4.878733,52.350776 4.877364,52.350788 4.877178,52.350394 4.866777,52.350539 4.866724,52.350533 4.866563,52.350469 4.865739,52.350451 4.865614,52.350424 4.865494,52.350694 4.865303))";4.8721775;52.351306;
470;"K49d";"Minervabuurt Noord";"K49";"K";144132;"03630000000825";"POLYGON((4.866777 52.350394,4.877178 52.350788,4.877364 52.350776,4.878733 52.350532,4.878663 52.350403,4.878542 52.350265,4.87738 52.349208,4.877319 52.349146,4.877248 52.349051,4.8674 52.348677,4.866777 52.350394))";"POLYGON((52.350394 4.866777,52.350788 4.877178,52.350776 4.877364,52.350532 4.878733,52.350403 4.878663,52.350265 4.878542,52.349208 4.87738,52.349146 4.877319,52.349051 4.877248,52.348677 4.8674,52.350394 4.866777))";4.872755;52.3497325;
471;"K49e";"Minervabuurt Midden";"K49";"K";150419;"03630000000826";"POLYGON((4.8674 52.348677,4.877248 52.349051,4.877178 52.348887,4.876878 52.346897,4.868169 52.34656,4.8674 52.348677))";"POLYGON((52.348677 4.8674,52.349051 4.877248,52.348887 4.877178,52.346897 4.876878,52.34656 4.868169,52.348677 4.8674))";4.872324;52.3478055;
472;"K49f";"Minervabuurt Zuid";"K49";"K";162392;"03630000000827";"POLYGON((4.867089 52.346451,4.867792 52.346546,4.868169 52.34656,4.876878 52.346897,4.876584 52.34495,4.876601 52.344619,4.871176 52.344411,4.870996 52.344394,4.867976 52.343981,4.867089 52.346451))";"POLYGON((52.346451 4.867089,52.346546 4.867792,52.34656 4.868169,52.346897 4.876878,52.34495 4.876584,52.344619 4.876601,52.344411 4.871176,52.344394 4.870996,52.343981 4.867976,52.346451 4.867089))";4.8719835;52.345439;
473;"N65b";"Tuindorp Oostzaan Oost";"N65";"N";528827;"03630000000656";"POLYGON((4.879352 52.41393,4.883023 52.416801,4.88327 52.416674,4.884562 52.415763,4.884741 52.41562,4.885642 52.414837,4.885712 52.414797,4.885821 52.414756,4.885911 52.414736,4.886005 52.414725,4.886164 52.41473,4.88762 52.414875,4.888194 52.414832,4.889077 52.414908,4.892451 52.415515,4.892579 52.41551,4.892682 52.415485,4.893317 52.415195,4.893426 52.415175,4.893524 52.415176,4.89418 52.415258,4.894276 52.415278,4.894414 52.415338,4.894807 52.415599,4.895191 52.415787,4.895914 52.415895,4.894231 52.414586,4.894198 52.414555,4.89406 52.414343,4.894039 52.414115,4.894193 52.411817,4.894176 52.411757,4.89383 52.411469,4.893717 52.411358,4.893469 52.410755,4.89274 52.410177,4.892089 52.409616,4.892031 52.409552,4.891985 52.409393,4.89192 52.40931,4.890513 52.408196,4.890365 52.408271,4.890307 52.408279,4.89026 52.40827,4.890113 52.408332,4.890115 52.408383,4.890097 52.408409,4.890065 52.408431,4.886098 52.41031,4.886085 52.410318,4.886049 52.410403,4.885955 52.410408,4.88589 52.410426,4.884978 52.41085,4.884147 52.411212,4.882886 52.411813,4.882309 52.412072,4.881862 52.412303,4.881891 52.412317,4.880511 52.412979,4.880132 52.413191,4.879445 52.413603,4.879412 52.413648,4.879416 52.413701,4.87945 52.41375,4.879552 52.413835,4.879352 52.41393))";"POLYGON((52.41393 4.879352,52.416801 4.883023,52.416674 4.88327,52.415763 4.884562,52.41562 4.884741,52.414837 4.885642,52.414797 4.885712,52.414756 4.885821,52.414736 4.885911,52.414725 4.886005,52.41473 4.886164,52.414875 4.88762,52.414832 4.888194,52.414908 4.889077,52.415515 4.892451,52.41551 4.892579,52.415485 4.892682,52.415195 4.893317,52.415175 4.893426,52.415176 4.893524,52.415258 4.89418,52.415278 4.894276,52.415338 4.894414,52.415599 4.894807,52.415787 4.895191,52.415895 4.895914,52.414586 4.894231,52.414555 4.894198,52.414343 4.89406,52.414115 4.894039,52.411817 4.894193,52.411757 4.894176,52.411469 4.89383,52.411358 4.893717,52.410755 4.893469,52.410177 4.89274,52.409616 4.892089,52.409552 4.892031,52.409393 4.891985,52.40931 4.89192,52.408196 4.890513,52.408271 4.890365,52.408279 4.890307,52.40827 4.89026,52.408332 4.890113,52.408383 4.890115,52.408409 4.890097,52.408431 4.890065,52.41031 4.886098,52.410318 4.886085,52.410403 4.886049,52.410408 4.885955,52.410426 4.88589,52.41085 4.884978,52.411212 4.884147,52.411813 4.882886,52.412072 4.882309,52.412303 4.881862,52.412317 4.881891,52.412979 4.880511,52.413191 4.880132,52.413603 4.879445,52.413648 4.879412,52.413701 4.879416,52.41375 4.87945,52.413835 4.879552,52.41393 4.879352))";4.887633;52.4124985;
474;"N66b";"Oostzanerdijk";"N66";"N";465939;"03630000000660";"POLYGON((4.867769 52.41827,4.868423 52.418961,4.868903 52.419424,4.869387 52.419835,4.869683 52.420061,4.869992 52.42028,4.870686 52.420697,4.871554 52.421174,4.872154 52.421477,4.873131 52.421932,4.873424 52.422084,4.873786 52.422305,4.874034 52.422484,4.874331 52.422739,4.874587 52.42301,4.875028 52.423571,4.875436 52.424141,4.878382 52.421417,4.879978 52.419957,4.881627 52.418444,4.88171 52.418393,4.882265 52.417886,4.882605 52.417588,4.882868 52.417374,4.883117 52.417186,4.884841 52.415941,4.885749 52.415228,4.885877 52.415135,4.885991 52.415076,4.886128 52.415032,4.886278 52.415008,4.886397 52.415005,4.886598 52.415018,4.888947 52.415373,4.889239 52.415409,4.889534 52.415432,4.889413 52.415808,4.892753 52.416245,4.893599 52.41639,4.894545 52.416526,4.894758 52.416412,4.895144 52.41647,4.895491 52.416487,4.895832 52.416538,4.896234 52.416568,4.896389 52.416488,4.896475 52.416471,4.896555 52.41647,4.896809 52.416473,4.897543 52.416622,4.898153 52.416786,4.898198 52.416805,4.898233 52.416836,4.898277 52.416736,4.898363 52.416643,4.898379 52.416597,4.898372 52.416561,4.898317 52.41649,4.898078 52.416254,4.898055 52.416218,4.898137 52.416185,4.89806 52.416098,4.897974 52.415881,4.897849 52.415291,4.895914 52.415895,4.895191 52.415787,4.894807 52.415599,4.894414 52.415338,4.894276 52.415278,4.89418 52.415258,4.893524 52.415176,4.893426 52.415175,4.893317 52.415195,4.892682 52.415485,4.892579 52.41551,4.892451 52.415515,4.889077 52.414908,4.888194 52.414832,4.88762 52.414875,4.886164 52.41473,4.886005 52.414725,4.885911 52.414736,4.885821 52.414756,4.885712 52.414797,4.885642 52.414837,4.884741 52.41562,4.884562 52.415763,4.88327 52.416674,4.883023 52.416801,4.882678 52.416977,4.882097 52.417579,4.881049 52.418082,4.880621 52.418332,4.879269 52.419086,4.878403 52.419021,4.878244 52.418997,4.878145 52.418968,4.878013 52.418909,4.877939 52.41886,4.87503 52.416542,4.874993 52.416363,4.874997 52.416233,4.875014 52.416129,4.873698 52.416031,4.873459 52.416039,4.873341 52.416051,4.873225 52.416068,4.873 52.416119,4.87279 52.416189,4.872692 52.416231,4.870695 52.417172,4.870153 52.41741,4.869496 52.417665,4.867769 52.41827))";"POLYGON((52.41827 4.867769,52.418961 4.868423,52.419424 4.868903,52.419835 4.869387,52.420061 4.869683,52.42028 4.869992,52.420697 4.870686,52.421174 4.871554,52.421477 4.872154,52.421932 4.873131,52.422084 4.873424,52.422305 4.873786,52.422484 4.874034,52.422739 4.874331,52.42301 4.874587,52.423571 4.875028,52.424141 4.875436,52.421417 4.878382,52.419957 4.879978,52.418444 4.881627,52.418393 4.88171,52.417886 4.882265,52.417588 4.882605,52.417374 4.882868,52.417186 4.883117,52.415941 4.884841,52.415228 4.885749,52.415135 4.885877,52.415076 4.885991,52.415032 4.886128,52.415008 4.886278,52.415005 4.886397,52.415018 4.886598,52.415373 4.888947,52.415409 4.889239,52.415432 4.889534,52.415808 4.889413,52.416245 4.892753,52.41639 4.893599,52.416526 4.894545,52.416412 4.894758,52.41647 4.895144,52.416487 4.895491,52.416538 4.895832,52.416568 4.896234,52.416488 4.896389,52.416471 4.896475,52.41647 4.896555,52.416473 4.896809,52.416622 4.897543,52.416786 4.898153,52.416805 4.898198,52.416836 4.898233,52.416736 4.898277,52.416643 4.898363,52.416597 4.898379,52.416561 4.898372,52.41649 4.898317,52.416254 4.898078,52.416218 4.898055,52.416185 4.898137,52.416098 4.89806,52.415881 4.897974,52.415291 4.897849,52.415895 4.895914,52.415787 4.895191,52.415599 4.894807,52.415338 4.894414,52.415278 4.894276,52.415258 4.89418,52.415176 4.893524,52.415175 4.893426,52.415195 4.893317,52.415485 4.892682,52.41551 4.892579,52.415515 4.892451,52.414908 4.889077,52.414832 4.888194,52.414875 4.88762,52.41473 4.886164,52.414725 4.886005,52.414736 4.885911,52.414756 4.885821,52.414797 4.885712,52.414837 4.885642,52.41562 4.884741,52.415763 4.884562,52.416674 4.88327,52.416801 4.883023,52.416977 4.882678,52.417579 4.882097,52.418082 4.881049,52.418332 4.880621,52.419086 4.879269,52.419021 4.878403,52.418997 4.878244,52.418968 4.878145,52.418909 4.878013,52.41886 4.877939,52.416542 4.87503,52.416363 4.874993,52.416233 4.874997,52.416129 4.875014,52.416031 4.873698,52.416039 4.873459,52.416051 4.873341,52.416068 4.873225,52.416119 4.873,52.416189 4.87279,52.416231 4.872692,52.417172 4.870695,52.41741 4.870153,52.417665 4.869496,52.41827 4.867769))";4.883074;52.419433;
475;"N60a";"Van der Pekbuurt";"N60";"N";579363;"03630000000640";"POLYGON((4.90006 52.382155,4.906006 52.38484,4.906174 52.384928,4.906328 52.385025,4.906507 52.385167,4.906621 52.385283,4.906715 52.385405,4.907141 52.386069,4.907192 52.38619,4.907213 52.386272,4.90722 52.386479,4.907192 52.386602,4.907161 52.386683,4.90606 52.388904,4.90596 52.389235,4.905901 52.389528,4.905886 52.389823,4.905914 52.390117,4.905984 52.390409,4.906097 52.390696,4.906251 52.390976,4.906445 52.391246,4.906678 52.391504,4.907433 52.39219,4.908564 52.393328,4.909564 52.39295,4.910887 52.392858,4.912738 52.392146,4.912527 52.39195,4.915662 52.390745,4.918234 52.389745,4.917724 52.389292,4.917459 52.38907,4.917187 52.388851,4.916624 52.388422,4.916035 52.388007,4.915421 52.387605,4.915105 52.387409,4.914456 52.387029,4.913784 52.386664,4.913091 52.386314,4.912736 52.386145,4.912012 52.385819,4.907473 52.383704,4.902097 52.381196,4.901184 52.381563,4.900367 52.38198,4.90006 52.382155))";"POLYGON((52.382155 4.90006,52.38484 4.906006,52.384928 4.906174,52.385025 4.906328,52.385167 4.906507,52.385283 4.906621,52.385405 4.906715,52.386069 4.907141,52.38619 4.907192,52.386272 4.907213,52.386479 4.90722,52.386602 4.907192,52.386683 4.907161,52.388904 4.90606,52.389235 4.90596,52.389528 4.905901,52.389823 4.905886,52.390117 4.905914,52.390409 4.905984,52.390696 4.906097,52.390976 4.906251,52.391246 4.906445,52.391504 4.906678,52.39219 4.907433,52.393328 4.908564,52.39295 4.909564,52.392858 4.910887,52.392146 4.912738,52.39195 4.912527,52.390745 4.915662,52.389745 4.918234,52.389292 4.917724,52.38907 4.917459,52.388851 4.917187,52.388422 4.916624,52.388007 4.916035,52.387605 4.915421,52.387409 4.915105,52.387029 4.914456,52.386664 4.913784,52.386314 4.913091,52.386145 4.912736,52.385819 4.912012,52.383704 4.907473,52.381196 4.902097,52.381563 4.901184,52.38198 4.900367,52.382155 4.90006))";4.909147;52.387262;
476;"N60c";"Bloemenbuurt Noord";"N60";"N";362666;"03630000000642";"POLYGON((4.908921 52.400948,4.909452 52.400923,4.909804 52.400895,4.910327 52.400836,4.910672 52.400785,4.913255 52.400834,4.913314 52.400829,4.913439 52.400797,4.913566 52.400779,4.913638 52.400777,4.913751 52.400788,4.913999 52.40077,4.914837 52.4009,4.915154 52.400943,4.91544 52.400947,4.915657 52.400927,4.9161 52.400858,4.916499 52.400773,4.919581 52.400021,4.919769 52.39996,4.919916 52.399895,4.920807 52.399395,4.920926 52.399376,4.92113 52.399377,4.921214 52.399359,4.921266 52.399338,4.921329 52.399297,4.921424 52.399211,4.921544 52.399075,4.921137 52.39894,4.921048 52.398895,4.920971 52.398843,4.920882 52.398752,4.920829 52.398652,4.920817 52.398546,4.92083 52.398476,4.920861 52.398409,4.921203 52.398003,4.922036 52.397119,4.922112 52.397028,4.922188 52.396908,4.922241 52.396784,4.92227 52.396657,4.922275 52.396529,4.922256 52.396402,4.922214 52.396276,4.921747 52.395406,4.921317 52.394575,4.914141 52.396061,4.913984 52.396546,4.913879 52.396757,4.913595 52.397215,4.913284 52.397622,4.912925 52.398013,4.912548 52.398354,4.91217 52.398649,4.911396 52.39918,4.911236 52.39932,4.911107 52.399465,4.911015 52.399602,4.910842 52.399992,4.909141 52.399805,4.908921 52.400948))";"POLYGON((52.400948 4.908921,52.400923 4.909452,52.400895 4.909804,52.400836 4.910327,52.400785 4.910672,52.400834 4.913255,52.400829 4.913314,52.400797 4.913439,52.400779 4.913566,52.400777 4.913638,52.400788 4.913751,52.40077 4.913999,52.4009 4.914837,52.400943 4.915154,52.400947 4.91544,52.400927 4.915657,52.400858 4.9161,52.400773 4.916499,52.400021 4.919581,52.39996 4.919769,52.399895 4.919916,52.399395 4.920807,52.399376 4.920926,52.399377 4.92113,52.399359 4.921214,52.399338 4.921266,52.399297 4.921329,52.399211 4.921424,52.399075 4.921544,52.39894 4.921137,52.398895 4.921048,52.398843 4.920971,52.398752 4.920882,52.398652 4.920829,52.398546 4.920817,52.398476 4.92083,52.398409 4.920861,52.398003 4.921203,52.397119 4.922036,52.397028 4.922112,52.396908 4.922188,52.396784 4.922241,52.396657 4.92227,52.396529 4.922275,52.396402 4.922256,52.396276 4.922214,52.395406 4.921747,52.394575 4.921317,52.396061 4.914141,52.396546 4.913984,52.396757 4.913879,52.397215 4.913595,52.397622 4.913284,52.398013 4.912925,52.398354 4.912548,52.398649 4.91217,52.39918 4.911396,52.39932 4.911236,52.399465 4.911107,52.399602 4.911015,52.399992 4.910842,52.399805 4.909141,52.400948 4.908921))";4.915598;52.3977615;
477;"N67a";"Kadoelen";"N67";"N";1305376;"03630000000664";"POLYGON((4.897849 52.415291,4.897974 52.415881,4.89806 52.416098,4.898137 52.416185,4.898055 52.416218,4.898078 52.416254,4.898317 52.41649,4.898372 52.416561,4.898379 52.416597,4.898363 52.416643,4.898277 52.416736,4.898233 52.416836,4.898248 52.416867,4.898401 52.417671,4.898446 52.418295,4.898498 52.41863,4.898492 52.419149,4.898581 52.420569,4.900007 52.42055,4.901894 52.420506,4.902939 52.420079,4.903295 52.41998,4.903403 52.41994,4.9037 52.419851,4.903858 52.419855,4.904147 52.41995,4.90445 52.42012,4.906315 52.420191,4.906617 52.420365,4.907053 52.420143,4.907133 52.420055,4.907158 52.419956,4.907378 52.420066,4.907482 52.42015,4.907866 52.420791,4.907913 52.420887,4.907968 52.420875,4.908558 52.42075,4.908683 52.420716,4.909616 52.420272,4.910964 52.419681,4.911434 52.41949,4.912869 52.418932,4.913269 52.418787,4.9136 52.418655,4.914051 52.418496,4.914533 52.418499,4.914588 52.418491,4.914621 52.418502,4.914652 52.418502,4.914709 52.418676,4.915016 52.41864,4.915503 52.418601,4.915696 52.418565,4.916134 52.418376,4.91631 52.418313,4.916751 52.418112,4.917399 52.417842,4.918103 52.417531,4.918202 52.417496,4.918483 52.417361,4.918712 52.41726,4.918975 52.417156,4.919674 52.416845,4.919886 52.416776,4.920127 52.416681,4.920271 52.416615,4.920432 52.416617,4.920456 52.416608,4.919826 52.4161,4.919259 52.415618,4.917453 52.414139,4.915334 52.412364,4.912757 52.410231,4.912625 52.410078,4.91146 52.409594,4.9106 52.409338,4.909041 52.408016,4.907391 52.407898,4.907374 52.407999,4.907331 52.408102,4.90695 52.408617,4.90675 52.408857,4.906571 52.409049,4.906281 52.409324,4.905994 52.409563,4.905551 52.409878,4.904644 52.410406,4.902045 52.412294,4.900096 52.4137,4.898843 52.414747,4.897849 52.415291))";"POLYGON((52.415291 4.897849,52.415881 4.897974,52.416098 4.89806,52.416185 4.898137,52.416218 4.898055,52.416254 4.898078,52.41649 4.898317,52.416561 4.898372,52.416597 4.898379,52.416643 4.898363,52.416736 4.898277,52.416836 4.898233,52.416867 4.898248,52.417671 4.898401,52.418295 4.898446,52.41863 4.898498,52.419149 4.898492,52.420569 4.898581,52.42055 4.900007,52.420506 4.901894,52.420079 4.902939,52.41998 4.903295,52.41994 4.903403,52.419851 4.9037,52.419855 4.903858,52.41995 4.904147,52.42012 4.90445,52.420191 4.906315,52.420365 4.906617,52.420143 4.907053,52.420055 4.907133,52.419956 4.907158,52.420066 4.907378,52.42015 4.907482,52.420791 4.907866,52.420887 4.907913,52.420875 4.907968,52.42075 4.908558,52.420716 4.908683,52.420272 4.909616,52.419681 4.910964,52.41949 4.911434,52.418932 4.912869,52.418787 4.913269,52.418655 4.9136,52.418496 4.914051,52.418499 4.914533,52.418491 4.914588,52.418502 4.914621,52.418502 4.914652,52.418676 4.914709,52.41864 4.915016,52.418601 4.915503,52.418565 4.915696,52.418376 4.916134,52.418313 4.91631,52.418112 4.916751,52.417842 4.917399,52.417531 4.918103,52.417496 4.918202,52.417361 4.918483,52.41726 4.918712,52.417156 4.918975,52.416845 4.919674,52.416776 4.919886,52.416681 4.920127,52.416615 4.920271,52.416617 4.920432,52.416608 4.920456,52.4161 4.919826,52.415618 4.919259,52.414139 4.917453,52.412364 4.915334,52.410231 4.912757,52.410078 4.912625,52.409594 4.91146,52.409338 4.9106,52.408016 4.909041,52.407898 4.907391,52.407999 4.907374,52.408102 4.907331,52.408617 4.90695,52.408857 4.90675,52.409049 4.906571,52.409324 4.906281,52.409563 4.905994,52.409878 4.905551,52.410406 4.904644,52.412294 4.902045,52.4137 4.900096,52.414747 4.898843,52.415291 4.897849))";4.9091525;52.4143925;
478;"N70a";"Banne Zuidwest";"N70";"N";372865;"03630000000682";"POLYGON((4.90523 52.405601,4.906054 52.406041,4.906301 52.406217,4.906475 52.406378,4.906615 52.406552,4.907315 52.407615,4.907376 52.407754,4.907391 52.407898,4.909041 52.408016,4.9106 52.409338,4.91146 52.409594,4.912625 52.410078,4.912757 52.410231,4.915198 52.409126,4.91329 52.407539,4.915771 52.406423,4.913722 52.404719,4.913581 52.404592,4.91318 52.404201,4.912933 52.403934,4.912702 52.403661,4.912487 52.403383,4.91199 52.403089,4.911387 52.402395,4.911028 52.402492,4.91076 52.40258,4.909607 52.403041,4.907924 52.40261,4.907318 52.402526,4.905211 52.403339,4.905151 52.403369,4.905011 52.403452,4.904911 52.403525,4.904801 52.403624,4.904728 52.403708,4.904706 52.403759,4.9047 52.403816,4.904711 52.403868,4.904738 52.403918,4.905093 52.404252,4.90517 52.404311,4.906223 52.404863,4.90523 52.405601))";"POLYGON((52.405601 4.90523,52.406041 4.906054,52.406217 4.906301,52.406378 4.906475,52.406552 4.906615,52.407615 4.907315,52.407754 4.907376,52.407898 4.907391,52.408016 4.909041,52.409338 4.9106,52.409594 4.91146,52.410078 4.912625,52.410231 4.912757,52.409126 4.915198,52.407539 4.91329,52.406423 4.915771,52.404719 4.913722,52.404592 4.913581,52.404201 4.91318,52.403934 4.912933,52.403661 4.912702,52.403383 4.912487,52.403089 4.91199,52.402395 4.911387,52.402492 4.911028,52.40258 4.91076,52.403041 4.909607,52.40261 4.907924,52.402526 4.907318,52.403339 4.905211,52.403369 4.905151,52.403452 4.905011,52.403525 4.904911,52.403624 4.904801,52.403708 4.904728,52.403759 4.904706,52.403816 4.9047,52.403868 4.904711,52.403918 4.904738,52.404252 4.905093,52.404311 4.90517,52.404863 4.906223,52.405601 4.90523))";4.9102355;52.406313;
479;"N70c";"Banne Noordwest";"N70";"N";340840;"03630000000684";"POLYGON((4.912757 52.410231,4.915334 52.412364,4.917453 52.414139,4.919259 52.415618,4.919826 52.4161,4.920456 52.416608,4.920522 52.416567,4.920554 52.416518,4.920686 52.416499,4.920804 52.416389,4.920897 52.416328,4.921107 52.416245,4.921268 52.416166,4.921458 52.416095,4.922061 52.415809,4.922752 52.415531,4.919983 52.413236,4.919725 52.412873,4.921836 52.411923,4.92216 52.411819,4.922493 52.411669,4.92267 52.411227,4.923018 52.41107,4.922976 52.410819,4.92294 52.410777,4.922546 52.410451,4.922466 52.410398,4.922395 52.4103,4.922237 52.410193,4.922243 52.410143,4.922229 52.410129,4.922029 52.409968,4.921935 52.409922,4.921812 52.409829,4.921719 52.409748,4.921543 52.409568,4.921479 52.409527,4.921332 52.409456,4.921241 52.409319,4.921131 52.409191,4.920916 52.40905,4.920791 52.408985,4.920714 52.408934,4.92054 52.408734,4.92028 52.408534,4.920156 52.408473,4.920076 52.408422,4.92001 52.408357,4.918908 52.407426,4.917752 52.407938,4.915198 52.409126,4.912757 52.410231))";"POLYGON((52.410231 4.912757,52.412364 4.915334,52.414139 4.917453,52.415618 4.919259,52.4161 4.919826,52.416608 4.920456,52.416567 4.920522,52.416518 4.920554,52.416499 4.920686,52.416389 4.920804,52.416328 4.920897,52.416245 4.921107,52.416166 4.921268,52.416095 4.921458,52.415809 4.922061,52.415531 4.922752,52.413236 4.919983,52.412873 4.919725,52.411923 4.921836,52.411819 4.92216,52.411669 4.922493,52.411227 4.92267,52.41107 4.923018,52.410819 4.922976,52.410777 4.92294,52.410451 4.922546,52.410398 4.922466,52.4103 4.922395,52.410193 4.922237,52.410143 4.922243,52.410129 4.922229,52.409968 4.922029,52.409922 4.921935,52.409829 4.921812,52.409748 4.921719,52.409568 4.921543,52.409527 4.921479,52.409456 4.921332,52.409319 4.921241,52.409191 4.921131,52.40905 4.920916,52.408985 4.920791,52.408934 4.920714,52.408734 4.92054,52.408534 4.92028,52.408473 4.920156,52.408422 4.920076,52.408357 4.92001,52.407426 4.918908,52.407938 4.917752,52.409126 4.915198,52.410231 4.912757))";4.9178875;52.412017;
480;"N70d";"Banne Noordoost";"N70";"N";456098;"03630000000685";"POLYGON((4.918908 52.407426,4.92001 52.408357,4.920076 52.408422,4.920156 52.408473,4.92028 52.408534,4.92054 52.408734,4.920714 52.408934,4.920791 52.408985,4.920916 52.40905,4.921131 52.409191,4.921241 52.409319,4.921332 52.409456,4.921479 52.409527,4.921543 52.409568,4.921719 52.409748,4.921812 52.409829,4.921935 52.409922,4.922029 52.409968,4.922229 52.410129,4.922243 52.410143,4.922237 52.410193,4.922395 52.4103,4.922466 52.410398,4.922546 52.410451,4.92294 52.410777,4.922976 52.410819,4.923018 52.41107,4.92267 52.411227,4.922493 52.411669,4.92216 52.411819,4.921836 52.411923,4.919725 52.412873,4.919983 52.413236,4.922752 52.415531,4.923463 52.415245,4.925083 52.414471,4.925186 52.414404,4.925477 52.414269,4.925502 52.414237,4.925546 52.414213,4.925782 52.414125,4.926881 52.413618,4.927312 52.413439,4.927606 52.413292,4.927876 52.41319,4.92811 52.413076,4.928388 52.412966,4.928779 52.412778,4.928921 52.4127,4.929118 52.412612,4.929205 52.412581,4.929476 52.412451,4.92959 52.412414,4.929657 52.412376,4.929869 52.412298,4.929937 52.41226,4.930097 52.412197,4.930263 52.412118,4.930344 52.412089,4.93039 52.412081,4.930412 52.411944,4.930722 52.411609,4.930513 52.411533,4.930314 52.411448,4.930129 52.411352,4.929957 52.411247,4.929799 52.411134,4.929658 52.411013,4.929469 52.410847,4.929027 52.410382,4.928548 52.409757,4.928188 52.409327,4.927221 52.408742,4.926845 52.408446,4.925754 52.407481,4.925593 52.407284,4.925407 52.40702,4.925247 52.406722,4.925156 52.406413,4.925153 52.405266,4.92507 52.404802,4.924526 52.404994,4.923991 52.405196,4.923209 52.405516,4.918908 52.407426))";"POLYGON((52.407426 4.918908,52.408357 4.92001,52.408422 4.920076,52.408473 4.920156,52.408534 4.92028,52.408734 4.92054,52.408934 4.920714,52.408985 4.920791,52.40905 4.920916,52.409191 4.921131,52.409319 4.921241,52.409456 4.921332,52.409527 4.921479,52.409568 4.921543,52.409748 4.921719,52.409829 4.921812,52.409922 4.921935,52.409968 4.922029,52.410129 4.922229,52.410143 4.922243,52.410193 4.922237,52.4103 4.922395,52.410398 4.922466,52.410451 4.922546,52.410777 4.92294,52.410819 4.922976,52.41107 4.923018,52.411227 4.92267,52.411669 4.922493,52.411819 4.92216,52.411923 4.921836,52.412873 4.919725,52.413236 4.919983,52.415531 4.922752,52.415245 4.923463,52.414471 4.925083,52.414404 4.925186,52.414269 4.925477,52.414237 4.925502,52.414213 4.925546,52.414125 4.925782,52.413618 4.926881,52.413439 4.927312,52.413292 4.927606,52.41319 4.927876,52.413076 4.92811,52.412966 4.928388,52.412778 4.928779,52.4127 4.928921,52.412612 4.929118,52.412581 4.929205,52.412451 4.929476,52.412414 4.92959,52.412376 4.929657,52.412298 4.929869,52.41226 4.929937,52.412197 4.930097,52.412118 4.930263,52.412089 4.930344,52.412081 4.93039,52.411944 4.930412,52.411609 4.930722,52.411533 4.930513,52.411448 4.930314,52.411352 4.930129,52.411247 4.929957,52.411134 4.929799,52.411013 4.929658,52.410847 4.929469,52.410382 4.929027,52.409757 4.928548,52.409327 4.928188,52.408742 4.927221,52.408446 4.926845,52.407481 4.925754,52.407284 4.925593,52.40702 4.925407,52.406722 4.925247,52.406413 4.925156,52.405266 4.925153,52.404802 4.92507,52.404994 4.924526,52.405196 4.923991,52.405516 4.923209,52.407426 4.918908))";4.924815;52.4101665;
